,SEASON_ID,GAME_ID,MATCHUP,TEAM_ID,GAME_DATE,VH,Team,Final,Open,Close,ML
0,22007.0,20700001.0,POR @ SAS,1610612757.0,2007-10-30,V,POR,97,184,189.5,900
1,22007.0,20700001.0,SAS vs. POR,1610612759.0,2007-10-30,H,SAS,106,12.5,13,-1400
2,22007.0,20700003.0,UTA @ GSW,1610612762.0,2007-10-30,V,UTA,117,214.5,212,100
3,22007.0,20700003.0,GSW vs. UTA,1610612744.0,2007-10-30,H,GSW,96,3,1,-120
4,22007.0,20700002.0,HOU @ LAL,1610612745.0,2007-10-30,V,HOU,95,2.5,5,-230
5,22007.0,20700002.0,LAL vs. HOU,1610612747.0,2007-10-30,H,LAL,93,191,199,190
6,22007.0,20700004.0,PHI @ TOR,1610612755.0,2007-10-31,V,PHI,97,190,191,255
7,22007.0,20700004.0,TOR vs. PHI,1610612761.0,2007-10-31,H,TOR,106,6.5,6.5,-305
8,22007.0,20700006.0,WAS @ IND,1610612764.0,2007-10-31,V,WAS,110,200,1.5,-125
9,22007.0,20700006.0,IND vs. WAS,1610612754.0,2007-10-31,H,IND,119,1.5,203.5,105
10,22007.0,20700005.0,MIL @ ORL,1610612749.0,2007-10-31,V,MIL,83,198.5,197,245
11,22007.0,20700005.0,ORL vs. MIL,1610612753.0,2007-10-31,H,ORL,102,8,6.5,-295
12,22007.0,20700007.0,CHI @ NJN,1610612741.0,2007-10-31,V,CHI,103,188,186,105
13,22007.0,20700007.0,NJN vs. CHI,1610612751.0,2007-10-31,H,BKN,112,2,1.5,-125
14,22007.0,20700008.0,DAL @ CLE,1610612742.0,2007-10-31,V,DAL,92,3,2.5,-140
15,22007.0,20700008.0,CLE vs. DAL,1610612739.0,2007-10-31,H,CLE,74,186,184,120
16,22007.0,20700009.0,SAS @ MEM,1610612759.0,2007-10-31,V,SAS,104,7,6.5,-250
17,22007.0,20700009.0,MEM vs. SAS,1610612763.0,2007-10-31,H,MEM,101,198,201,210
18,22007.0,20700010.0,SAC @ NOH,1610612758.0,2007-10-31,V,SAC,90,193,190.5,425
19,22007.0,20700010.0,NOH vs. SAC,1610612740.0,2007-10-31,H,NOP,104,10,9.5,-525
20,22007.0,20700011.0,SEA @ DEN,1610612760.0,2007-10-31,V,OKC,103,213,217.5,625
21,22007.0,20700011.0,DEN vs. SEA,1610612743.0,2007-10-31,H,DEN,120,10.5,11.5,-825
22,22007.0,20700012.0,DET @ MIA,1610612765.0,2007-11-01,V,DET,91,4,4,-190
23,22007.0,20700012.0,MIA vs. DET,1610612748.0,2007-11-01,H,MIA,80,181,178.5,160
24,22007.0,20700013.0,HOU @ UTA,1610612745.0,2007-11-01,V,HOU,106,191,193,140
25,22007.0,20700013.0,UTA vs. HOU,1610612762.0,2007-11-01,H,UTA,95,3.5,3,-160
26,22007.0,20700014.0,PHX @ SEA,1610612756.0,2007-11-01,V,PHX,106,9,12,-725
27,22007.0,20700014.0,SEA vs. PHX,1610612760.0,2007-11-01,H,OKC,99,223,224.5,575
28,22007.0,20700015.0,MIL @ CHA,1610612749.0,2007-11-02,V,MIL,99,200,196.5,150
29,22007.0,20700015.0,CHA vs. MIL,1610612766.0,2007-11-02,H,CHA,102,2.5,4,-170
30,22007.0,20700016.0,DET @ ORL,1610612765.0,2007-11-02,V,DET,116,184,183.5,150
31,22007.0,20700016.0,ORL vs. DET,1610612753.0,2007-11-02,H,ORL,92,2.5,4,-170
32,22007.0,20700017.0,MIA @ IND,1610612748.0,2007-11-02,V,MIA,85,186.5,192,235
33,22007.0,20700017.0,IND vs. MIA,1610612754.0,2007-11-02,H,IND,87,6.5,6.5,-275
34,22007.0,20700018.0,TOR @ NJN,1610612761.0,2007-11-02,V,TOR,106,192.5,193.5,155
35,22007.0,20700018.0,NJN vs. TOR,1610612751.0,2007-11-02,H,BKN,69,5,4,-175
36,22007.0,20700019.0,DAL @ ATL,1610612742.0,2007-11-02,V,DAL,94,6,5.5,-250
37,22007.0,20700019.0,ATL vs. DAL,1610612737.0,2007-11-02,H,ATL,101,192,191,210
38,22007.0,20700020.0,NYK @ CLE,1610612752.0,2007-11-02,V,NYK,106,186.5,186,210
39,22007.0,20700020.0,CLE vs. NYK,1610612739.0,2007-11-02,H,CLE,110,7.5,6,-250
40,22007.0,20700021.0,WAS @ BOS,1610612764.0,2007-11-02,V,WAS,83,208,205.5,285
41,22007.0,20700021.0,BOS vs. WAS,1610612738.0,2007-11-02,H,BOS,103,6,7.5,-335
42,22007.0,20700022.0,POR @ NOH,1610612757.0,2007-11-02,V,POR,93,192,203,275
43,22007.0,20700022.0,NOH vs. POR,1610612740.0,2007-11-02,H,NOP,113,8,7.5,-325
44,22007.0,20700023.0,DEN @ MIN,1610612743.0,2007-11-02,V,DEN,99,8.5,7.5,-375
45,22007.0,20700023.0,MIN vs. DEN,1610612750.0,2007-11-02,H,MIN,91,209,208.5,315
46,22007.0,20700024.0,PHI @ CHI,1610612755.0,2007-11-02,V,PHI,96,189,190,400
47,22007.0,20700024.0,CHI vs. PHI,1610612741.0,2007-11-02,H,CHI,85,9.5,9.5,-500
48,22007.0,20700025.0,SAC @ SAS,1610612758.0,2007-11-02,V,SAC,80,190.5,191,1200
49,22007.0,20700025.0,SAS vs. SAC,1610612759.0,2007-11-02,H,SAS,96,14.5,14.5,-2000
50,22007.0,20700026.0,LAL @ PHX,1610612747.0,2007-11-02,V,LAL,119,217,215.5,365
51,22007.0,20700026.0,PHX vs. LAL,1610612756.0,2007-11-02,H,PHX,98,10,8,-435
52,22007.0,20700027.0,GSW @ LAC,1610612744.0,2007-11-02,V,GSW,114,209,211,105
53,22007.0,20700027.0,LAC vs. GSW,1610612746.0,2007-11-02,H,LAC,120,2,1.5,-125
54,22007.0,20700028.0,NJN @ PHI,1610612751.0,2007-11-03,V,BKN,93,2.5,3,-150
55,22007.0,20700028.0,PHI vs. NJN,1610612755.0,2007-11-03,H,PHI,88,186.5,186.5,130
56,22007.0,20700029.0,ORL @ WAS,1610612753.0,2007-11-03,V,ORL,94,199,197.5,110
57,22007.0,20700029.0,WAS vs. ORL,1610612764.0,2007-11-03,H,WAS,82,2,1,-130
58,22007.0,20700030.0,IND @ MEM,1610612754.0,2007-11-03,V,IND,121,211.5,211.5,180
59,22007.0,20700030.0,MEM vs. IND,1610612763.0,2007-11-03,H,MEM,111,4.5,5.5,-220
60,22007.0,20700031.0,CHI @ MIL,1610612741.0,2007-11-03,V,CHI,72,2.5,4,-175
61,22007.0,20700031.0,MIL vs. CHI,1610612749.0,2007-11-03,H,MIL,78,193.5,193,155
62,22007.0,20700032.0,POR @ HOU,1610612757.0,2007-11-03,V,POR,80,203.5,203,700
63,22007.0,20700032.0,HOU vs. POR,1610612745.0,2007-11-03,H,HOU,89,12,11.5,-1000
64,22007.0,20700033.0,SAC @ DAL,1610612758.0,2007-11-03,V,SAC,102,189.5,189,1500
65,22007.0,20700033.0,DAL vs. SAC,1610612742.0,2007-11-03,H,DAL,123,14.5,15.5,-3000
66,22007.0,20700034.0,GSW @ UTA,1610612744.0,2007-11-03,V,GSW,110,212.5,215.5,425
67,22007.0,20700034.0,UTA vs. GSW,1610612762.0,2007-11-03,H,UTA,133,8.5,9.5,-550
68,22007.0,20700035.0,BOS @ TOR,1610612738.0,2007-11-04,V,BOS,98,192,194,105
69,22007.0,20700035.0,TOR vs. BOS,1610612761.0,2007-11-04,H,TOR,95,2,1.5,-125
70,22007.0,20700036.0,SEA @ LAC,1610612760.0,2007-11-04,V,OKC,101,209.5,208,250
71,22007.0,20700036.0,LAC vs. SEA,1610612746.0,2007-11-04,H,LAC,115,6,6.5,-300
72,22007.0,20700037.0,MIN @ NYK,1610612750.0,2007-11-04,V,MIN,93,192.5,193,355
73,22007.0,20700037.0,NYK vs. MIN,1610612752.0,2007-11-04,H,NYK,97,10,9,-425
74,22007.0,20700038.0,CHA @ MIA,1610612766.0,2007-11-04,V,CHA,90,186,186.5,140
75,22007.0,20700038.0,MIA vs. CHA,1610612748.0,2007-11-04,H,MIA,88,3,3.5,-160
76,22007.0,20700039.0,ATL @ DET,1610612737.0,2007-11-04,V,ATL,91,188.5,191,290
77,22007.0,20700039.0,DET vs. ATL,1610612765.0,2007-11-04,H,DET,92,8.5,8,-350
78,22007.0,20700040.0,NOH @ DEN,1610612740.0,2007-11-04,V,NOP,93,216,214.5,185
79,22007.0,20700040.0,DEN vs. NOH,1610612743.0,2007-11-04,H,DEN,88,6.5,5,-215
80,22007.0,20700041.0,CLE @ PHX,1610612739.0,2007-11-04,V,CLE,92,208.5,205,290
81,22007.0,20700041.0,PHX vs. CLE,1610612756.0,2007-11-04,H,PHX,103,8,7.5,-350
82,22007.0,20700042.0,UTA @ LAL,1610612762.0,2007-11-04,V,UTA,109,2,205.5,-105
83,22007.0,20700042.0,LAL vs. UTA,1610612747.0,2007-11-04,H,LAL,119,202,1,-115
84,22007.0,20700043.0,HOU @ DAL,1610612745.0,2007-11-05,V,HOU,98,190,189.5,170
85,22007.0,20700043.0,DAL vs. HOU,1610612742.0,2007-11-05,H,DAL,107,5,4.5,-200
86,22007.0,20700044.0,PHX @ CHA,1610612756.0,2007-11-06,V,PHX,115,4,4,-195
87,22007.0,20700044.0,CHA vs. PHX,1610612766.0,2007-11-06,H,CHA,83,210,207,165
88,22007.0,20700045.0,ATL @ NJN,1610612737.0,2007-11-06,V,ATL,82,190.5,188.5,160
89,22007.0,20700045.0,NJN vs. ATL,1610612751.0,2007-11-06,H,BKN,87,4.5,4,-190
90,22007.0,20700046.0,DEN @ NYK,1610612743.0,2007-11-06,V,DEN,112,2.5,3,-160
91,22007.0,20700046.0,NYK vs. DEN,1610612752.0,2007-11-06,H,NYK,119,213,211,140
92,22007.0,20700048.0,ORL @ MIN,1610612753.0,2007-11-06,V,ORL,111,7,6.5,-300
93,22007.0,20700048.0,MIN vs. ORL,1610612750.0,2007-11-06,H,MIN,103,190,186.5,250
94,22007.0,20700047.0,TOR @ MIL,1610612761.0,2007-11-06,V,TOR,85,191,3,-160
95,22007.0,20700047.0,MIL vs. TOR,1610612749.0,2007-11-06,H,MIL,112,pk,190,140
96,22007.0,20700050.0,SAS @ HOU,1610612759.0,2007-11-06,V,SAS,81,185,2,-135
97,22007.0,20700050.0,HOU vs. SAS,1610612745.0,2007-11-06,H,HOU,89,pk,183.5,115
98,22007.0,20700049.0,LAC @ CHI,1610612746.0,2007-11-06,V,LAC,97,193,193,335
99,22007.0,20700049.0,CHI vs. LAC,1610612741.0,2007-11-06,H,CHI,91,7,8.5,-405
100,22007.0,20700051.0,SEA @ SAC,1610612760.0,2007-11-06,V,OKC,98,204,208,110
